Statistic Label,Quarter,Garda Region,Type of Offence,UNIT,VALUE
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412,0413)",Number,349
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,349
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Driving/in charge of a vehicle under the influence of drugs (0413),Number,0
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Dangerous/careless driving and motorway offences (0414),Number,259
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Speeding (0415),Number,679
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Endangerment with potential for serious harm/death (0421),Number,25
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Abandoning a child, child neglect and cruelty (0422)",Number,29
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Unseaworthy/dangerous use of boat or ship (0423),Number,0
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,False alarm/interference with aircraft or air transport facilities (0424),Number,8
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Endangering traffic offences (0425),Number,23
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Kidnapping and related offences (05),Number,14
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,False imprisonment (0511),Number,10
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Abduction of person under 16 years of age (0512),Number,3
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Human trafficking offences (0513),Number,1
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Robbery, extortion and hijacking offences (06)",Number,316
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Robbery of an establishment or institution (0611),Number,53
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Robbery of cash or goods in transit (0612),Number,2
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Robbery from the person (0613),Number,160
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Blackmail or extortion (0621),Number,61
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,40
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Burglary and related offences (07),Number,815
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Aggravated burglary (0711),Number,20
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Burglary (not aggravated) (0712),Number,755
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,40
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Theft and related offences (08),Number,9951
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Theft/taking of vehicle and related offences (081),Number,960
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Theft from person (0821),Number,564
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Theft from shop (0822),Number,3882
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Other thefts, handling stolen property (084)",Number,4545
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Fraud, deception and related offences (09)",Number,
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Controlled drug offences (10),Number,1723
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Importation of drugs (1011),Number,12
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Cultivation or manufacture of drugs (1012),Number,3
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Possession of drugs for sale or supply (1021),Number,779
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Possession of drugs for personal use (1022),Number,798
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Other drug offences (103),Number,131
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Weapons and explosives offences (11),Number,381
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Explosives, chemical weapons offences (111)",Number,9
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Discharging a firearm (1121),Number,6
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Possession of a firearm (1122),Number,12
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Offensive weapons offences (n.e.c.) (113),Number,336
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Fireworks offences (114),Number,18
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Damage to property and to the environment  offences (12),Number,2164
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Arson (1211),Number,187
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Criminal damage (not arson) (1212),Number,1972
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Litter offences (1221),Number,5
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Public order and other social code offences (13),Number,3239
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Disorderly conduct (131),Number,2733
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Trespass offences (132),Number,399
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Liquor licensing offences (133),Number,21
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Prostitution offences (134),Number,1
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Regulated betting/money, collection/trading offences (135)",Number,2
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Social code offences (n.e.c.) (136),Number,83
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Road and traffic offences (14),Number,4227
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Driving licence-failure to have, produce, etc. (1411)",Number,359
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Insurance-failure to have, produce, display, etc. (1412)",Number,821
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Vehicle tax/registration offences (142),Number,588
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Roadworthiness/regulatory offences (143),Number,23
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Obstruction under Road Traffic Acts (1432),Number,0
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Other road offences (1433),Number,2305
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Road transport - carriage of goods offences (1441),Number,9
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Public service vehicle offences (1442),Number,120
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Light rail offences (Luas) (1443),Number,2
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Offences against government, justice procedures and organisation of crime (15)",Number,1892
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Offences against government and its agents (151),Number,15
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Organisation of crime and conspiracy to commit crime (152),Number,5
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Perverting the course of justice (153),Number,4
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,"Offences while in custody, breach of court orders (157)",Number,1868
Recorded crime incidents,2025Q3,10 Dublin Metropolitan Region,Offences not elsewhere classified (16),Number,170
Recorded crime incidents,2025Q3,20 North Western Region,Homicide & related offences (01),Number,4
Recorded crime incidents,2025Q3,20 North Western Region,Murder (0111),Number,3
Recorded crime incidents,2025Q3,20 North Western Region,Manslaughter (0112),Number,0
Recorded crime incidents,2025Q3,20 North Western Region,Infanticide (0113),Number,0
Recorded crime incidents,2025Q3,20 North Western Region,Dangerous driving leading to death (012),Number,1
Recorded crime incidents,2025Q3,20 North Western Region,Sexual offences (02),Number,181
Recorded crime incidents,2025Q3,20 North Western Region,Rape and sexual assault (021),Number,150
Recorded crime incidents,2025Q3,20 North Western Region,Other sexual offences (022),Number,31
Recorded crime incidents,2025Q3,20 North Western Region,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,1255
Recorded crime incidents,2025Q3,20 North Western Region,Murder-attempt (0311),Number,0
Recorded crime incidents,2025Q3,20 North Western Region,Threat to kill or cause serious harm (0313),Number,108
Recorded crime incidents,2025Q3,20 North Western Region,Harassment and related offences (033),Number,119
Recorded crime incidents,2025Q3,20 North Western Region,"Assault causing harm, poisoning (034)",Number,248
Recorded crime incidents,2025Q3,20 North Western Region,Other assault (035),Number,780
Recorded crime incidents,2025Q3,20 North Western Region,Dangerous or negligent acts (04),Number,1821
Recorded crime incidents,2025Q3,20 North Western Region,Dangerous driving causing serious bodily harm (0411),Number,0
Recorded crime incidents,2025Q3,20 North Western Region,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412,0413)",Number,446
Recorded crime incidents,2025Q3,20 North Western Region,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,446
Recorded crime incidents,2025Q3,20 North Western Region,Driving/in charge of a vehicle under the influence of drugs (0413),Number,0
Recorded crime incidents,2025Q3,20 North Western Region,Dangerous/careless driving and motorway offences (0414),Number,344
Recorded crime incidents,2025Q3,20 North Western Region,Speeding (0415),Number,1001
Recorded crime incidents,2025Q3,20 North Western Region,Endangerment with potential for serious harm/death (0421),Number,13
Recorded crime incidents,2025Q3,20 North Western Region,"Abandoning a child, child neglect and cruelty (0422)",Number,13
Recorded crime incidents,2025Q3,20 North Western Region,Unseaworthy/dangerous use of boat or ship (0423),Number,0
Recorded crime incidents,2025Q3,20 North Western Region,False alarm/interference with aircraft or air transport facilities (0424),Number,0
Recorded crime incidents,2025Q3,20 North Western Region,Endangering traffic offences (0425),Number,4
Recorded crime incidents,2025Q3,20 North Western Region,Kidnapping and related offences (05),Number,3
Recorded crime incidents,2025Q3,20 North Western Region,False imprisonment (0511),Number,2
Recorded crime incidents,2025Q3,20 North Western Region,Abduction of person under 16 years of age (0512),Number,0
Recorded crime incidents,2025Q3,20 North Western Region,Human trafficking offences (0513),Number,1
Recorded crime incidents,2025Q3,20 North Western Region,"Robbery, extortion and hijacking offences (06)",Number,51
Recorded crime incidents,2025Q3,20 North Western Region,Robbery of an establishment or institution (0611),Number,1
Recorded crime incidents,2025Q3,20 North Western Region,Robbery of cash or goods in transit (0612),Number,0
Recorded crime incidents,2025Q3,20 North Western Region,Robbery from the person (0613),Number,13
Recorded crime incidents,2025Q3,20 North Western Region,Blackmail or extortion (0621),Number,36
Recorded crime incidents,2025Q3,20 North Western Region,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,1
Recorded crime incidents,2025Q3,20 North Western Region,Burglary and related offences (07),Number,300
Recorded crime incidents,2025Q3,20 North Western Region,Aggravated burglary (0711),Number,10
Recorded crime incidents,2025Q3,20 North Western Region,Burglary (not aggravated) (0712),Number,281
Recorded crime incidents,2025Q3,20 North Western Region,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,9
Recorded crime incidents,2025Q3,20 North Western Region,Theft and related offences (08),Number,2136
Recorded crime incidents,2025Q3,20 North Western Region,Theft/taking of vehicle and related offences (081),Number,170
Recorded crime incidents,2025Q3,20 North Western Region,Theft from person (0821),Number,28
Recorded crime incidents,2025Q3,20 North Western Region,Theft from shop (0822),Number,1231
Recorded crime incidents,2025Q3,20 North Western Region,"Other thefts, handling stolen property (084)",Number,707
Recorded crime incidents,2025Q3,20 North Western Region,"Fraud, deception and related offences (09)",Number,
Recorded crime incidents,2025Q3,20 North Western Region,Controlled drug offences (10),Number,572
Recorded crime incidents,2025Q3,20 North Western Region,Importation of drugs (1011),Number,0
Recorded crime incidents,2025Q3,20 North Western Region,Cultivation or manufacture of drugs (1012),Number,13
